flower_type,flower_name,colours,variant_name,blooming_season,import_non,cost_per_stem,cost_per_bunch,quantity,date
fillers,carnations spray,orange,orange,all season,local,4500,45000,1,2026-11-01
fillers,carnations spray,orange,orange,all season,local,4500,45000,1,2026-12-01
line flowers,calla lily,duban,purple,May,vietnam,50000,250000,5,2026-05-01
line flowers,calla lily,duban,purple,June,vietnam,50000,250000,5,2026-06-01
line flowers,calla lily,duban,purple,July,vietnam,50000,250000,5,2026-07-01
line flowers,calla lily,duban,purple,August,vietnam,50000,250000,5,2026-08-01
line flowers,calla lily,dark pink,fantasia,May,vietnam,50000,250000,5,2026-05-01
line flowers,calla lily,dark pink,fantasia,June,vietnam,50000,250000,5,2026-06-01
line flowers,calla lily,dark pink,fantasia,July,vietnam,50000,250000,5,2026-07-01
line flowers,calla lily,dark pink,fantasia,August,vietnam,50000,250000,5,2026-08-01
line flowers,tulips,yellow,strong gold,April,holland,23000,230000,10,2026-04-01
line flowers,tulips,yellow,strong gold,May,holland,23000,230000,10,2026-05-01
secondary focal flowers,tulips,yellow,strong gold,April,holland,23000,230000,10,2026-04-01
secondary focal flowers,tulips,yellow,strong gold,May,holland,23000,230000,10,2026-05-01
line flowers,tulips,purple,purple prince,April,holland,23000,230000,10,2026-04-01
line flowers,tulips,purple,purple prince,May,holland,22000,220000,10,2026-05-01
secondary focal flowers,tulips,purple,purple prince,April,holland,22000,220000,10,2026-04-01
secondary focal flowers,tulips,purple,purple prince,May,holland,22000,220000,10,2026-05-01
line flowers,tulips,light pink,dynasty,April,holland,25000,250000,10,2026-04-01
line flowers,tulips,light pink,dynasty,May,holland,25000,250000,10,2026-05-01
secondary focal flowers,tulips,light pink,dynasty,April,holland,25000,250000,10,2026-04-01
secondary focal flowers,tulips,light pink,dynasty,May,holland,25000,250000,10,2026-05-01
focal flowers,chrysant peony,blue,painted blue,April,vietnam,25000,125000,5,2026-04-01
focal flowers,chrysant peony,dark pink,painted dark pink,May,vietnam,25000,125000,5,2026-05-01
focal flowers,chrysant peony,light blue,painted light blue,June,vietnam,25000,125000,5,2026-06-01
focal flowers,chrysant peony,mauve,painted mauve,July,vietnam,25000,125000,5,2026-07-01
focal flowers,chrysant peony,orange,painted orange,August,vietnam,25000,125000,5,2026-08-01
focal flowers,chrysant peony,pastel pink,painted pastel pink,September,vietnam,25000,125000,5,2026-09-01
focal flowers,chrysant peony,pastel purple,painted pastel purple,October,vietnam,25000,125000,5,2026-10-01
focal flowers,peony,coral,coral sunset,April,new_zealand,70000,350000,5,2026-04-01
focal flowers,peony,red,red charm,April,new_zealand,70000,350000,5,2026-04-01
focal flowers,peony,coral,coral sunset,May,new_zealand,70000,350000,5,2026-05-01
focal flowers,peony,red,red charm,May,new_zealand,70000,350000,5,2026-05-01
focal flowers,peony,coral,coral sunset,June,new_zealand,70000,350000,5,2026-06-01
focal flowers,peony,red,red charm,June,new_zealand,70000,350000,5,2026-06-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-01-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-02-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-03-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-04-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-05-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-06-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-07-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-08-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-09-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-10-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-11-01
focal flowers,sunflower,yellow,yellow,all season,local,9000,45000,5,2026-12-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-01-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-02-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-03-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-04-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-05-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-06-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-07-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-08-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-09-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-10-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-11-01
fillers,queen anne's lace,green,green,all season,local,8000,40000,5,2026-12-01
line flowers,oncidium orchid,yellow,yellow oncidium orchid,October,vietnam,30000,150000,5,2026-10-01
line flowers,oncidium orchid,yellow,yellow oncidium orchid,November,vietnam,30000,150000,5,2026-11-01
line flowers,oncidium orchid,yellow,yellow oncidium orchid,December,vietnam,30000,150000,5,2026-12-01
line flowers,oncidium orchid,yellow,yellow oncidium orchid,January,vietnam,30000,150000,5,2026-01-01
line flowers,oncidium orchid,yellow,yellow oncidium orchid,February,vietnam,30000,150000,5,2026-02-01
